Battery voltage,Grid voltage,BUS voltage,Control current,Inverter current,Grid current,Battery voltage,PInverter,AC radiator temperature,Batt power,Batt current,WorkState,AccumulatedChargerPower,AccumulatedDischargerPower,AccumulatedLoadPower,AccumulatedSelfusePower,AccumulatedPvPower,BatteryRelay,RecordTime,mes
27.4,233.8,422.6,1.2,0.8,0.0,27.4,244,40,-13,0,OffGrid,0KWH,139.5KWH,236.1KWH,139.5KWH,139.3KWH,Connect,06/03/2020 12:57:19 p.m.,06/03/2020 12:57:19 p.m.
27.4,232.9,423.1,1.2,0.8,0.0,27.4,236,41,-13,0,OffGrid,0KWH,139.6KWH,236.1KWH,139.6KWH,139.3KWH,Connect,06/03/2020 01:02:19 p.m.,06/03/2020 01:02:19 p.m.
27.4,233.8,423.0,1.2,0.8,0.0,27.4,234,40,-12,0,OffGrid,0KWH,139.6KWH,236.1KWH,139.6KWH,139.3KWH,Connect,06/03/2020 01:07:20 p.m.,06/03/2020 01:07:20 p.m.
27.3,232.8,421.5,1.2,0.8,0.0,27.3,231,40,-4,0,OffGrid,0KWH,139.6KWH,236.1KWH,139.6KWH,139.4KWH,Connect,06/03/2020 01:12:20 p.m.,06/03/2020 01:12:20 p.m.
27.5,232.8,424.8,1.0,0.6,0.0,27.5,88,40,-36,-1,OffGrid,0KWH,139.6KWH,236.1KWH,139.6KWH,139.4KWH,Connect,06/03/2020 01:17:20 p.m.,06/03/2020 01:17:20 p.m.
27.4,232.1,423.8,1.0,0.6,0.0,27.4,87,40,-29,-1,OffGrid,0KWH,139.6KWH,236.2KWH,139.6KWH,139.4KWH,Connect,06/03/2020 01:22:20 p.m.,06/03/2020 01:22:20 p.m.
27.5,231.8,424.3,1.0,0.6,0.0,27.5,87,40,-34,-1,OffGrid,0KWH,139.6KWH,236.2KWH,139.6KWH,139.4KWH,Connect,06/03/2020 01:27:21 p.m.,06/03/2020 01:27:21 p.m.
27.5,230.9,424.8,1.0,0.6,0.0,27.5,84,40,-28,-1,OffGrid,0KWH,139.6KWH,236.2KWH,139.6KWH,139.4KWH,Connect,06/03/2020 01:32:21 p.m.,06/03/2020 01:32:21 p.m.
27.4,233.2,423.8,1.0,0.6,0.0,27.4,85,40,-34,-1,OffGrid,0KWH,139.6KWH,236.2KWH,139.6KWH,139.4KWH,Connect,06/03/2020 01:37:21 p.m.,06/03/2020 01:37:21 p.m.
27.4,231.4,423.2,1.0,0.6,0.0,27.4,86,40,-17,0,OffGrid,0KWH,139.6KWH,236.2KWH,139.6KWH,139.5KWH,Connect,06/03/2020 01:42:22 p.m.,06/03/2020 01:42:22 p.m.
27.4,231.5,424.4,1.0,0.6,0.0,27.4,88,40,-20,0,OffGrid,0KWH,139.6KWH,236.2KWH,139.6KWH,139.5KWH,Connect,06/03/2020 01:47:22 p.m.,06/03/2020 01:47:22 p.m.
27.4,232.5,423.5,1.0,0.6,0.0,27.4,85,40,-16,0,OffGrid,0KWH,139.7KWH,236.2KWH,139.7KWH,139.5KWH,Connect,06/03/2020 01:52:23 p.m.,06/03/2020 01:52:23 p.m.
27.4,231.3,423.7,1.0,0.6,0.0,27.4,86,40,-12,0,OffGrid,0KWH,139.7KWH,236.2KWH,139.7KWH,139.5KWH,Connect,06/03/2020 01:57:23 p.m.,06/03/2020 01:57:23 p.m.
27.4,232.5,423.3,1.0,0.6,0.0,27.4,88,40,-15,0,OffGrid,0KWH,139.7KWH,236.2KWH,139.7KWH,139.5KWH,Connect,06/03/2020 02:02:24 p.m.,06/03/2020 02:02:24 p.m.
27.3,230.4,422.9,1.0,0.6,0.0,27.3,84,40,-8,0,OffGrid,0KWH,139.7KWH,236.2KWH,139.7KWH,139.5KWH,Connect,06/03/2020 02:07:24 p.m.,06/03/2020 02:07:24 p.m.
27.3,230.5,422.1,1.2,0.8,0.0,27.3,257,40,26,0,OffGrid,0KWH,139.7KWH,236.2KWH,139.7KWH,139.5KWH,Connect,06/03/2020 02:12:24 p.m.,06/03/2020 02:12:24 p.m.
27.4,230.5,422.2,1.2,0.8,0.0,27.4,247,40,33,1,OffGrid,0KWH,139.7KWH,236.3KWH,139.7KWH,139.6KWH,Connect,06/03/2020 02:17:24 p.m.,06/03/2020 02:17:24 p.m.
27.3,231.0,421.6,1.2,0.8,0.0,27.3,238,40,29,1,OffGrid,0KWH,139.7KWH,236.3KWH,139.7KWH,139.6KWH,Connect,06/03/2020 02:22:25 p.m.,06/03/2020 02:22:25 p.m.
27.3,229.5,421.1,1.2,0.8,0.0,27.3,235,40,30,1,OffGrid,0KWH,139.7KWH,236.3KWH,139.7KWH,139.6KWH,Connect,06/03/2020 02:27:25 p.m.,06/03/2020 02:27:25 p.m.
27.4,229.4,422.7,1.2,0.8,0.0,27.4,232,40,27,0,OffGrid,0KWH,139.8KWH,236.3KWH,139.8KWH,139.6KWH,Connect,06/03/2020 02:32:25 p.m.,06/03/2020 02:32:25 p.m.
27.4,229.2,422.7,1.1,0.7,0.0,27.4,231,41,36,1,OffGrid,0KWH,139.8KWH,236.3KWH,139.8KWH,139.7KWH,Connect,06/03/2020 02:37:26 p.m.,06/03/2020 02:37:26 p.m.
27.4,228.5,424.2,1.0,0.6,0.0,27.4,80,41,-5,0,OffGrid,0KWH,139.8KWH,236.3KWH,139.8KWH,139.7KWH,Connect,06/03/2020 02:42:26 p.m.,06/03/2020 02:42:26 p.m.
27.4,228.8,423.4,1.0,0.6,0.0,27.4,86,41,-2,0,OffGrid,0KWH,139.8KWH,236.3KWH,139.8KWH,139.7KWH,Connect,06/03/2020 02:47:26 p.m.,06/03/2020 02:47:26 p.m.
27.4,229.6,423.4,1.0,0.6,0.0,27.4,88,41,3,0,OffGrid,0KWH,139.8KWH,236.4KWH,139.8KWH,139.7KWH,Connect,06/03/2020 02:52:27 p.m.,06/03/2020 02:52:27 p.m.
27.4,230.0,423.5,1.0,0.6,0.0,27.4,82,41,-1,0,OffGrid,0KWH,139.8KWH,236.4KWH,139.8KWH,139.7KWH,Connect,06/03/2020 02:57:27 p.m.,06/03/2020 02:57:27 p.m.
27.4,229.3,423.4,1.0,0.6,0.0,27.4,84,41,-3,0,OffGrid,0KWH,139.8KWH,236.4KWH,139.8KWH,139.7KWH,Connect,06/03/2020 03:02:27 p.m.,06/03/2020 03:02:27 p.m.
27.4,229.5,423.4,1.0,0.6,0.0,27.4,88,41,6,0,OffGrid,0KWH,139.8KWH,236.4KWH,139.8KWH,139.7KWH,Connect,06/03/2020 03:07:28 p.m.,06/03/2020 03:07:28 p.m.
27.4,229.6,423.2,1.0,0.6,0.0,27.4,87,40,1,0,OffGrid,0KWH,139.8KWH,236.4KWH,139.8KWH,139.7KWH,Connect,06/03/2020 03:12:28 p.m.,06/03/2020 03:12:28 p.m.
27.4,229.6,423.3,1.0,0.6,0.0,27.4,86,40,4,0,OffGrid,0KWH,139.8KWH,236.4KWH,139.8KWH,139.8KWH,Connect,06/03/2020 03:17:28 p.m.,06/03/2020 03:17:28 p.m.
27.4,229.4,423.0,1.0,0.6,0.0,27.4,87,41,8,0,OffGrid,0KWH,139.9KWH,236.4KWH,139.9KWH,139.8KWH,Connect,06/03/2020 03:22:29 p.m.,06/03/2020 03:22:29 p.m.
27.4,229.3,423.0,1.0,0.6,0.0,27.4,85,41,0,0,OffGrid,0KWH,139.9KWH,236.4KWH,139.9KWH,139.8KWH,Connect,06/03/2020 03:27:29 p.m.,06/03/2020 03:27:29 p.m.
27.4,230.0,423.0,1.0,0.6,0.0,27.4,87,41,21,0,OffGrid,0KWH,139.9KWH,236.4KWH,139.9KWH,139.8KWH,Connect,06/03/2020 03:32:29 p.m.,06/03/2020 03:32:29 p.m.
27.3,229.2,421.6,1.2,0.9,0.0,27.3,259,41,49,1,OffGrid,0KWH,139.9KWH,236.4KWH,139.9KWH,139.8KWH,Connect,06/03/2020 03:37:29 p.m.,06/03/2020 03:37:29 p.m.
27.1,228.6,418.7,1.2,0.8,0.0,27.1,247,41,40,1,OffGrid,0KWH,139.9KWH,236.4KWH,139.9KWH,139.8KWH,Connect,06/03/2020 03:42:30 p.m.,06/03/2020 03:42:30 p.m.
27.2,230.7,419.1,1.2,0.8,0.0,27.2,238,41,36,1,OffGrid,0KWH,139.9KWH,236.5KWH,139.9KWH,139.8KWH,Connect,06/03/2020 03:47:30 p.m.,06/03/2020 03:47:30 p.m.
27.4,231.0,422.3,1.2,0.8,0.0,27.4,234,41,52,1,OffGrid,0KWH,139.9KWH,236.5KWH,139.9KWH,139.9KWH,Connect,06/03/2020 03:52:30 p.m.,06/03/2020 03:52:30 p.m.
27.1,231.7,417.7,1.2,0.8,0.0,27.1,236,41,67,2,OffGrid,0KWH,140KWH,236.5KWH,140KWH,139.9KWH,Connect,06/03/2020 03:57:31 p.m.,06/03/2020 03:57:31 p.m.
27.4,231.4,422.8,1.2,0.8,0.0,27.4,231,41,43,1,OffGrid,0KWH,140KWH,236.5KWH,140KWH,139.9KWH,Connect,06/03/2020 04:02:31 p.m.,06/03/2020 04:02:31 p.m.
27.3,232.7,422.0,1.0,0.6,0.0,27.3,88,41,21,0,OffGrid,0KWH,140KWH,236.5KWH,140KWH,139.9KWH,Connect,06/03/2020 04:07:31 p.m.,06/03/2020 04:07:31 p.m.
27.2,232.7,420.8,1.0,0.6,0.0,27.2,84,41,15,0,OffGrid,0KWH,140KWH,236.5KWH,140KWH,139.9KWH,Connect,06/03/2020 04:12:32 p.m.,06/03/2020 04:12:32 p.m.
27.3,230.5,421.7,1.0,0.6,0.0,27.3,86,41,22,0,OffGrid,0KWH,140KWH,236.5KWH,140KWH,139.9KWH,Connect,06/03/2020 04:17:32 p.m.,06/03/2020 04:17:32 p.m.
27.4,232.5,423.2,1.0,0.6,0.0,27.4,84,41,11,0,OffGrid,0KWH,140KWH,236.6KWH,140KWH,140KWH,Connect,06/03/2020 04:22:32 p.m.,06/03/2020 04:22:32 p.m.
27.3,232.3,422.6,1.0,0.6,0.0,27.3,83,41,15,0,OffGrid,0KWH,140KWH,236.6KWH,140KWH,140KWH,Connect,06/03/2020 04:27:33 p.m.,06/03/2020 04:27:33 p.m.
27.4,234.1,423.9,1.0,0.6,0.0,27.4,82,41,13,0,OffGrid,0KWH,140KWH,236.6KWH,140KWH,140KWH,Connect,06/03/2020 04:32:33 p.m.,06/03/2020 04:32:33 p.m.
27.4,232.3,423.4,1.0,0.6,0.0,27.4,83,41,15,0,OffGrid,0KWH,140KWH,236.6KWH,140KWH,140KWH,Connect,06/03/2020 04:37:33 p.m.,06/03/2020 04:37:33 p.m.
27.4,231.4,423.0,1.0,0.6,0.0,27.4,79,41,12,0,OffGrid,0KWH,140KWH,236.6KWH,140KWH,140KWH,Connect,06/03/2020 04:42:34 p.m.,06/03/2020 04:42:34 p.m.
27.4,233.2,424.5,1.0,0.6,0.0,27.4,84,41,15,0,OffGrid,0KWH,140KWH,236.6KWH,140KWH,140KWH,Connect,06/03/2020 04:47:34 p.m.,06/03/2020 04:47:34 p.m.
27.4,233.5,423.1,1.0,0.6,0.0,27.4,84,41,19,0,OffGrid,0KWH,140.1KWH,236.6KWH,140.1KWH,140KWH,Connect,06/03/2020 04:52:34 p.m.,06/03/2020 04:52:34 p.m.
27.4,233.8,422.8,1.0,0.6,0.0,27.4,87,41,28,1,OffGrid,0KWH,140.1KWH,236.6KWH,140.1KWH,140KWH,Connect,06/03/2020 04:57:35 p.m.,06/03/2020 04:57:35 p.m.
26.4,234.6,404.7,1.3,1.0,0.0,26.4,256,41,90,3,OffGrid,0KWH,140.1KWH,236.6KWH,140.1KWH,140KWH,Connect,06/03/2020 05:02:35 p.m.,06/03/2020 05:02:35 p.m.
26.5,233.2,408.3,1.2,0.9,0.0,26.5,252,42,17,0,OffGrid,0KWH,140.1KWH,236.6KWH,140.1KWH,140.1KWH,Connect,06/03/2020 05:07:35 p.m.,06/03/2020 05:07:35 p.m.
26.1,235.2,399.7,1.2,0.8,0.0,26.1,241,42,133,5,OffGrid,0KWH,140.1KWH,236.7KWH,140.1KWH,140.1KWH,Connect,06/03/2020 05:12:36 p.m.,06/03/2020 05:12:36 p.m.
26.7,235.4,412.0,1.2,0.8,0.0,26.7,238,41,25,0,OffGrid,0KWH,140.1KWH,236.7KWH,140.1KWH,140.1KWH,Connect,06/03/2020 05:17:36 p.m.,06/03/2020 05:17:36 p.m.
26.1,233.4,400.3,1.2,0.8,0.0,26.1,234,42,112,4,OffGrid,0KWH,140.2KWH,236.7KWH,140.2KWH,140.1KWH,Connect,06/03/2020 05:22:36 p.m.,06/03/2020 05:22:36 p.m.
25.9,232.6,397.6,1.2,0.8,0.0,25.9,228,41,145,5,OffGrid,0KWH,140.2KWH,236.7KWH,140.2KWH,140.1KWH,Connect,06/03/2020 05:27:36 p.m.,06/03/2020 05:27:36 p.m.
26.0,232.9,400.2,1.1,0.7,0.0,26.0,84,42,112,4,OffGrid,0KWH,140.2KWH,236.7KWH,140.2KWH,140.2KWH,Connect,06/03/2020 05:32:37 p.m.,06/03/2020 05:32:37 p.m.
26.0,234.4,398.4,1.2,0.8,0.0,26.0,85,43,119,4,OffGrid,0KWH,140.2KWH,236.7KWH,140.2KWH,140.2KWH,Connect,06/03/2020 05:37:37 p.m.,06/03/2020 05:37:37 p.m.
25.9,234.4,398.0,1.3,1.0,0.0,25.9,87,45,132,5,OffGrid,0KWH,140.2KWH,236.7KWH,140.2KWH,140.2KWH,Connect,06/03/2020 05:42:37 p.m.,06/03/2020 05:42:37 p.m.
25.9,234.2,397.6,1.4,1.1,0.0,25.9,85,46,127,4,OffGrid,0KWH,140.2KWH,236.7KWH,140.2KWH,140.2KWH,Connect,06/03/2020 05:47:38 p.m.,06/03/2020 05:47:38 p.m.
25.9,233.1,397.3,1.4,1.1,0.0,25.9,84,47,129,4,OffGrid,0KWH,140.2KWH,236.8KWH,140.2KWH,140.2KWH,Connect,06/03/2020 05:52:39 p.m.,06/03/2020 05:52:39 p.m.
25.9,233.7,397.1,1.4,1.1,0.0,25.9,84,48,126,4,OffGrid,0KWH,140.2KWH,236.8KWH,140.2KWH,140.2KWH,Connect,06/03/2020 05:57:39 p.m.,06/03/2020 05:57:39 p.m.
25.8,234.7,396.9,1.5,1.2,0.0,25.8,85,49,132,5,OffGrid,0KWH,140.2KWH,236.8KWH,140.2KWH,140.2KWH,Connect,06/03/2020 06:02:40 p.m.,06/03/2020 06:02:40 p.m.
25.8,234.7,396.5,1.5,1.2,0.0,25.8,85,49,132,5,OffGrid,0KWH,140.2KWH,236.8KWH,140.2KWH,140.2KWH,Connect,06/03/2020 06:07:40 p.m.,06/03/2020 06:07:40 p.m.
25.8,230.2,396.5,1.4,1.1,0.0,25.8,81,50,128,4,OffGrid,0KWH,140.2KWH,236.8KWH,140.2KWH,140.2KWH,Connect,06/03/2020 06:12:40 p.m.,06/03/2020 06:12:40 p.m.
25.8,230.4,396.4,1.4,1.1,0.0,25.8,82,50,129,5,OffGrid,0KWH,140.2KWH,236.8KWH,140.2KWH,140.2KWH,Connect,06/03/2020 06:17:40 p.m.,06/03/2020 06:17:40 p.m.
25.7,230.1,396.1,1.4,1.1,0.0,25.7,78,50,125,4,OffGrid,0KWH,140.3KWH,236.8KWH,140.3KWH,140.2KWH,Connect,06/03/2020 06:22:41 p.m.,06/03/2020 06:22:41 p.m.
25.7,228.5,396.0,1.4,1.1,0.0,25.7,80,50,127,4,OffGrid,0KWH,140.3KWH,236.8KWH,140.3KWH,140.2KWH,Connect,06/03/2020 06:27:41 p.m.,06/03/2020 06:27:41 p.m.
25.3,230.2,389.6,1.6,1.3,0.0,25.3,252,51,325,12,OffGrid,0KWH,140.3KWH,236.8KWH,140.3KWH,140.2KWH,Connect,06/03/2020 06:32:42 p.m.,06/03/2020 06:32:42 p.m.
25.3,229.6,389.7,1.5,1.2,0.0,25.3,237,51,309,12,OffGrid,0KWH,140.3KWH,236.8KWH,140.3KWH,140.2KWH,Connect,06/03/2020 06:37:42 p.m.,06/03/2020 06:37:42 p.m.
25.3,230.4,389.4,1.5,1.2,0.0,25.3,235,51,307,12,OffGrid,0KWH,140.3KWH,236.9KWH,140.3KWH,140.2KWH,Connect,06/03/2020 06:42:42 p.m.,06/03/2020 06:42:42 p.m.
25.3,229.8,389.2,1.5,1.2,0.0,25.3,232,51,304,12,OffGrid,0KWH,140.3KWH,236.9KWH,140.3KWH,140.2KWH,Connect,06/03/2020 06:47:43 p.m.,06/03/2020 06:47:43 p.m.
25.2,229.3,389.0,1.5,1.2,0.0,25.2,228,51,299,11,OffGrid,0KWH,140.4KWH,236.9KWH,140.4KWH,140.2KWH,Connect,06/03/2020 06:52:43 p.m.,06/03/2020 06:52:43 p.m.
25.4,228.8,392.6,1.5,1.2,0.0,25.4,110,52,170,6,OffGrid,0KWH,140.4KWH,236.9KWH,140.4KWH,140.2KWH,Connect,06/03/2020 06:57:43 p.m.,06/03/2020 06:57:43 p.m.
