AccumulatedDischargerPower,AccumulatedLoadPower,AccumulatedSelfusePower,AccumulatedPvPower,Hora,Dia,Mes,Anio 
262.1KWH (+ 0.1 KWH) ,418.8KWH (+ 0.0 KWH) ,262.1KWH (+ 0.1 KWH) ,29.1KWH (+ 0.1 KWH) ,09:41:12 a.m,20,abril,2020
262.1KWH (+ 0.0 KWH) ,418.9KWH (+ 0.1 KWH) ,262.1KWH (+ 0.0 KWH) ,29.2KWH (+ 0.1 KWH) ,09:56:13 a.m,20,abril,2020
262.2KWH (+ 0.1 KWH) ,419KWH (+ 0.1 KWH) ,262.2KWH (+ 0.1 KWH) ,29.3KWH (+ 0.1 KWH) ,10:11:13 a.m,20,abril,2020
262.3KWH (+ 0.1 KWH) ,419.1KWH (+ 0.1 KWH) ,262.3KWH (+ 0.1 KWH) ,29.4KWH (+ 0.1 KWH) ,10:26:13 a.m,20,abril,2020
262.3KWH (+ 0.0 KWH) ,419.1KWH (+ 0.0 KWH) ,262.3KWH (+ 0.0 KWH) ,29.5KWH (+ 0.1 KWH) ,10:41:13 a.m,20,abril,2020
262.4KWH (+ 0.1 KWH) ,419.1KWH (+ 0.0 KWH) ,262.4KWH (+ 0.1 KWH) ,29.6KWH (+ 0.1 KWH) ,10:56:13 a.m,20,abril,2020
262.4KWH (+ 0.0 KWH) ,419.2KWH (+ 0.1 KWH) ,262.4KWH (+ 0.0 KWH) ,29.7KWH (+ 0.1 KWH) ,11:11:13 a.m,20,abril,2020
262.5KWH (+ 0.1 KWH) ,419.2KWH (+ 0.0 KWH) ,262.5KWH (+ 0.1 KWH) ,29.8KWH (+ 0.1 KWH) ,11:26:13 a.m,20,abril,2020
262.5KWH (+ 0.0 KWH) ,419.3KWH (+ 0.1 KWH) ,262.5KWH (+ 0.0 KWH) ,29.8KWH (+ 0.0 KWH) ,11:41:14 a.m,20,abril,2020
262.5KWH (+ 0.0 KWH) ,419.3KWH (+ 0.0 KWH) ,262.5KWH (+ 0.0 KWH) ,29.9KWH (+ 0.1 KWH) ,11:56:14 a.m,20,abril,2020
262.6KWH (+ 0.1 KWH) ,419.4KWH (+ 0.1 KWH) ,262.6KWH (+ 0.1 KWH) ,30KWH (+ 0.1 KWH) ,12:11:14 p.m,20,abril,2020
262.7KWH (+ 0.1 KWH) ,419.5KWH (+ 0.1 KWH) ,262.7KWH (+ 0.1 KWH) ,30.1KWH (+ 0.1 KWH) ,12:26:14 p.m,20,abril,2020
262.7KWH (+ 0.0 KWH) ,419.5KWH (+ 0.0 KWH) ,262.7KWH (+ 0.0 KWH) ,30.2KWH (+ 0.1 KWH) ,12:41:14 p.m,20,abril,2020
262.8KWH (+ 0.1 KWH) ,419.5KWH (+ 0.0 KWH) ,262.8KWH (+ 0.1 KWH) ,30.2KWH (+ 0.0 KWH) ,12:56:14 p.m,20,abril,2020
262.8KWH (+ 0.0 KWH) ,419.6KWH (+ 0.1 KWH) ,262.8KWH (+ 0.0 KWH) ,30.3KWH (+ 0.1 KWH) ,01:11:14 p.m,20,abril,2020
262.8KWH (+ 0.0 KWH) ,419.6KWH (+ 0.0 KWH) ,262.8KWH (+ 0.0 KWH) ,30.3KWH (+ 0.0 KWH) ,01:26:14 p.m,20,abril,2020
262.9KWH (+ 0.1 KWH) ,419.6KWH (+ 0.0 KWH) ,262.9KWH (+ 0.1 KWH) ,30.4KWH (+ 0.1 KWH) ,01:41:15 p.m,20,abril,2020
262.9KWH (+ 0.0 KWH) ,419.7KWH (+ 0.1 KWH) ,262.9KWH (+ 0.0 KWH) ,30.4KWH (+ 0.0 KWH) ,01:56:15 p.m,20,abril,2020
263KWH (+ 0.1 KWH) ,419.7KWH (+ 0.0 KWH) ,263KWH (+ 0.1 KWH) ,30.5KWH (+ 0.1 KWH) ,02:11:15 p.m,20,abril,2020
263KWH (+ 0.0 KWH) ,419.8KWH (+ 0.1 KWH) ,263KWH (+ 0.0 KWH) ,30.5KWH (+ 0.0 KWH) ,02:26:15 p.m,20,abril,2020
263KWH (+ 0.0 KWH) ,419.8KWH (+ 0.0 KWH) ,263KWH (+ 0.0 KWH) ,30.6KWH (+ 0.1 KWH) ,02:41:15 p.m,20,abril,2020
263.1KWH (+ 0.1 KWH) ,419.8KWH (+ 0.0 KWH) ,263.1KWH (+ 0.1 KWH) ,30.6KWH (+ 0.0 KWH) ,02:56:15 p.m,20,abril,2020
263.1KWH (+ 0.0 KWH) ,419.9KWH (+ 0.1 KWH) ,263.1KWH (+ 0.0 KWH) ,30.7KWH (+ 0.1 KWH) ,03:11:15 p.m,20,abril,2020
263.1KWH (+ 0.0 KWH) ,419.9KWH (+ 0.0 KWH) ,263.1KWH (+ 0.0 KWH) ,30.7KWH (+ 0.0 KWH) ,03:26:16 p.m,20,abril,2020
263.2KWH (+ 0.1 KWH) ,419.9KWH (+ 0.0 KWH) ,263.2KWH (+ 0.1 KWH) ,30.8KWH (+ 0.1 KWH) ,03:41:16 p.m,20,abril,2020
263.2KWH (+ 0.0 KWH) ,420KWH (+ 0.1 KWH) ,263.2KWH (+ 0.0 KWH) ,30.8KWH (+ 0.0 KWH) ,03:56:16 p.m,20,abril,2020
263.3KWH (+ 0.1 KWH) ,420.1KWH (+ 0.1 KWH) ,263.3KWH (+ 0.1 KWH) ,30.8KWH (+ 0.0 KWH) ,04:11:16 p.m,20,abril,2020
263.4KWH (+ 0.1 KWH) ,420.1KWH (+ 0.0 KWH) ,263.4KWH (+ 0.1 KWH) ,30.8KWH (+ 0.0 KWH) ,04:26:16 p.m,20,abril,2020
263.4KWH (+ 0.0 KWH) ,420.2KWH (+ 0.1 KWH) ,263.4KWH (+ 0.0 KWH) ,30.8KWH (+ 0.0 KWH) ,04:41:16 p.m,20,abril,2020
263.5KWH (+ 0.1 KWH) ,420.3KWH (+ 0.1 KWH) ,263.5KWH (+ 0.1 KWH) ,30.8KWH (+ 0.0 KWH) ,04:56:16 p.m,20,abril,2020
263.6KWH (+ 0.1 KWH) ,420.3KWH (+ 0.0 KWH) ,263.6KWH (+ 0.1 KWH) ,30.8KWH (+ 0.0 KWH) ,05:11:17 p.m,20,abril,2020
263.6KWH (+ 0.0 KWH) ,420.4KWH (+ 0.1 KWH) ,263.6KWH (+ 0.0 KWH) ,30.9KWH (+ 0.1 KWH) ,05:26:17 p.m,20,abril,2020
263.7KWH (+ 0.1 KWH) ,420.5KWH (+ 0.1 KWH) ,263.7KWH (+ 0.1 KWH) ,30.9KWH (+ 0.0 KWH) ,05:41:17 p.m,20,abril,2020
263.7KWH (+ 0.0 KWH) ,420.6KWH (+ 0.1 KWH) ,263.7KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,05:56:17 p.m,20,abril,2020
263.7KWH (+ 0.0 KWH) ,420.7KWH (+ 0.1 KWH) ,263.7KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,06:11:17 p.m,20,abril,2020
263.7KWH (+ 0.0 KWH) ,420.7KWH (+ 0.0 KWH) ,263.7KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,06:26:17 p.m,20,abril,2020
263.7KWH (+ 0.0 KWH) ,420.8KWH (+ 0.1 KWH) ,263.7KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,06:41:18 p.m,20,abril,2020
263.7KWH (+ 0.0 KWH) ,420.9KWH (+ 0.1 KWH) ,263.7KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,06:56:18 p.m,20,abril,2020
263.8KWH (+ 0.1 KWH) ,421KWH (+ 0.1 KWH) ,263.8KWH (+ 0.1 KWH) ,30.9KWH (+ 0.0 KWH) ,07:11:18 p.m,20,abril,2020
263.8KWH (+ 0.0 KWH) ,421KWH (+ 0.0 KWH) ,263.8KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,07:26:18 p.m,20,abril,2020
263.8KWH (+ 0.0 KWH) ,421.1KWH (+ 0.1 KWH) ,263.8KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,07:41:18 p.m,20,abril,2020
263.8KWH (+ 0.0 KWH) ,421.2KWH (+ 0.1 KWH) ,263.8KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,07:56:18 p.m,20,abril,2020
263.9KWH (+ 0.1 KWH) ,421.2KWH (+ 0.0 KWH) ,263.9KWH (+ 0.1 KWH) ,30.9KWH (+ 0.0 KWH) ,08:11:18 p.m,20,abril,2020
263.9KWH (+ 0.0 KWH) ,421.2KWH (+ 0.0 KWH) ,263.9KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,08:26:19 p.m,20,abril,2020
263.9KWH (+ 0.0 KWH) ,421.3KWH (+ 0.1 KWH) ,263.9KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,08:41:19 p.m,20,abril,2020
263.9KWH (+ 0.0 KWH) ,421.3KWH (+ 0.0 KWH) ,263.9KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,08:56:19 p.m,20,abril,2020
263.9KWH (+ 0.0 KWH) ,421.3KWH (+ 0.0 KWH) ,263.9KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,09:11:19 p.m,20,abril,2020
264KWH (+ 0.1 KWH) ,421.4KWH (+ 0.1 KWH) ,264KWH (+ 0.1 KWH) ,30.9KWH (+ 0.0 KWH) ,09:26:19 p.m,20,abril,2020
264KWH (+ 0.0 KWH) ,421.4KWH (+ 0.0 KWH) ,264KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,09:41:19 p.m,20,abril,2020
264KWH (+ 0.0 KWH) ,421.5KWH (+ 0.1 KWH) ,264KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,09:56:19 p.m,20,abril,2020
264.1KWH (+ 0.1 KWH) ,421.5KWH (+ 0.0 KWH) ,264.1KWH (+ 0.1 KWH) ,30.9KWH (+ 0.0 KWH) ,10:11:20 p.m,20,abril,2020
264.1KWH (+ 0.0 KWH) ,421.6KWH (+ 0.1 KWH) ,264.1KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,10:26:20 p.m,20,abril,2020
264.1KWH (+ 0.0 KWH) ,421.6KWH (+ 0.0 KWH) ,264.1KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,10:41:20 p.m,20,abril,2020
264.1KWH (+ 0.0 KWH) ,421.6KWH (+ 0.0 KWH) ,264.1KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,10:56:20 p.m,20,abril,2020
264.1KWH (+ 0.0 KWH) ,421.7KWH (+ 0.1 KWH) ,264.1KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,11:11:20 p.m,20,abril,2020
264.2KWH (+ 0.1 KWH) ,421.7KWH (+ 0.0 KWH) ,264.2KWH (+ 0.1 KWH) ,30.9KWH (+ 0.0 KWH) ,11:26:20 p.m,20,abril,2020
264.2KWH (+ 0.0 KWH) ,421.8KWH (+ 0.1 KWH) ,264.2KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,11:41:20 p.m,20,abril,2020
264.2KWH (+ 0.0 KWH) ,421.8KWH (+ 0.0 KWH) ,264.2KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,11:56:20 p.m,20,abril,2020
264.3KWH (+ 0.1 KWH) ,421.9KWH (+ 0.1 KWH) ,264.3KWH (+ 0.1 KWH) ,30.9KWH (+ 0.0 KWH) ,12:11:21 a.m,21,abril,2020
264.3KWH (+ 0.0 KWH) ,421.9KWH (+ 0.0 KWH) ,264.3KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,12:26:21 a.m,21,abril,2020
264.3KWH (+ 0.0 KWH) ,421.9KWH (+ 0.0 KWH) ,264.3KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,12:41:21 a.m,21,abril,2020
264.3KWH (+ 0.0 KWH) ,421.9KWH (+ 0.0 KWH) ,264.3KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,12:56:21 a.m,21,abril,2020
264.3KWH (+ 0.0 KWH) ,422KWH (+ 0.1 KWH) ,264.3KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,01:11:21 a.m,21,abril,2020
264.4KWH (+ 0.1 KWH) ,422KWH (+ 0.0 KWH) ,264.4KWH (+ 0.1 KWH) ,30.9KWH (+ 0.0 KWH) ,01:26:21 a.m,21,abril,2020
264.4KWH (+ 0.0 KWH) ,422.1KWH (+ 0.1 KWH) ,264.4KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,01:41:21 a.m,21,abril,2020
264.4KWH (+ 0.0 KWH) ,422.2KWH (+ 0.1 KWH) ,264.4KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,01:56:22 a.m,21,abril,2020
264.5KWH (+ 0.1 KWH) ,422.2KWH (+ 0.0 KWH) ,264.5KWH (+ 0.1 KWH) ,30.9KWH (+ 0.0 KWH) ,02:11:22 a.m,21,abril,2020
264.5KWH (+ 0.0 KWH) ,422.2KWH (+ 0.0 KWH) ,264.5KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,02:26:22 a.m,21,abril,2020
264.5KWH (+ 0.0 KWH) ,422.2KWH (+ 0.0 KWH) ,264.5KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,02:41:22 a.m,21,abril,2020
264.5KWH (+ 0.0 KWH) ,422.3KWH (+ 0.1 KWH) ,264.5KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,02:56:22 a.m,21,abril,2020
264.5KWH (+ 0.0 KWH) ,422.3KWH (+ 0.0 KWH) ,264.5KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,03:11:22 a.m,21,abril,2020
264.6KWH (+ 0.1 KWH) ,422.4KWH (+ 0.1 KWH) ,264.6KWH (+ 0.1 KWH) ,30.9KWH (+ 0.0 KWH) ,03:26:22 a.m,21,abril,2020
264.6KWH (+ 0.0 KWH) ,422.4KWH (+ 0.0 KWH) ,264.6KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,03:41:23 a.m,21,abril,2020
264.6KWH (+ 0.0 KWH) ,422.5KWH (+ 0.1 KWH) ,264.6KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,03:56:23 a.m,21,abril,2020
264.7KWH (+ 0.1 KWH) ,422.5KWH (+ 0.0 KWH) ,264.7KWH (+ 0.1 KWH) ,30.9KWH (+ 0.0 KWH) ,04:11:23 a.m,21,abril,2020
264.7KWH (+ 0.0 KWH) ,422.5KWH (+ 0.0 KWH) ,264.7KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,04:26:23 a.m,21,abril,2020
264.7KWH (+ 0.0 KWH) ,422.6KWH (+ 0.1 KWH) ,264.7KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,04:41:23 a.m,21,abril,2020
264.7KWH (+ 0.0 KWH) ,422.6KWH (+ 0.0 KWH) ,264.7KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,04:56:23 a.m,21,abril,2020
264.7KWH (+ 0.0 KWH) ,422.6KWH (+ 0.0 KWH) ,264.7KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,05:11:24 a.m,21,abril,2020
264.8KWH (+ 0.1 KWH) ,422.7KWH (+ 0.1 KWH) ,264.8KWH (+ 0.1 KWH) ,30.9KWH (+ 0.0 KWH) ,05:26:24 a.m,21,abril,2020
264.8KWH (+ 0.0 KWH) ,422.8KWH (+ 0.1 KWH) ,264.8KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,05:41:24 a.m,21,abril,2020
264.8KWH (+ 0.0 KWH) ,422.8KWH (+ 0.0 KWH) ,264.8KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,05:56:24 a.m,21,abril,2020
264.9KWH (+ 0.1 KWH) ,422.9KWH (+ 0.1 KWH) ,264.9KWH (+ 0.1 KWH) ,30.9KWH (+ 0.0 KWH) ,06:11:26 a.m,21,abril,2020
264.9KWH (+ 0.0 KWH) ,422.9KWH (+ 0.0 KWH) ,264.9KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,06:26:26 a.m,21,abril,2020
264.9KWH (+ 0.0 KWH) ,422.9KWH (+ 0.0 KWH) ,264.9KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,06:41:27 a.m,21,abril,2020
264.9KWH (+ 0.0 KWH) ,423KWH (+ 0.1 KWH) ,264.9KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,06:56:27 a.m,21,abril,2020
264.9KWH (+ 0.0 KWH) ,423KWH (+ 0.0 KWH) ,264.9KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,07:11:27 a.m,21,abril,2020
264.9KWH (+ 0.0 KWH) ,423.1KWH (+ 0.1 KWH) ,264.9KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,07:26:27 a.m,21,abril,2020
264.9KWH (+ 0.0 KWH) ,423.1KWH (+ 0.0 KWH) ,264.9KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,07:41:27 a.m,21,abril,2020
264.9KWH (+ 0.0 KWH) ,423.1KWH (+ 0.0 KWH) ,264.9KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,07:56:27 a.m,21,abril,2020
264.9KWH (+ 0.0 KWH) ,423.2KWH (+ 0.1 KWH) ,264.9KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,08:11:28 a.m,21,abril,2020
264.9KWH (+ 0.0 KWH) ,423.2KWH (+ 0.0 KWH) ,264.9KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,08:26:28 a.m,21,abril,2020
264.9KWH (+ 0.0 KWH) ,423.2KWH (+ 0.0 KWH) ,264.9KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,08:41:28 a.m,21,abril,2020
264.9KWH (+ 0.0 KWH) ,423.2KWH (+ 0.0 KWH) ,264.9KWH (+ 0.0 KWH) ,30.9KWH (+ 0.0 KWH) ,08:56:28 a.m,21,abril,2020
264.9KWH (+ 0.0 KWH) ,423.3KWH (+ 0.1 KWH) ,264.9KWH (+ 0.0 KWH) ,31KWH (+ 0.1 KWH) ,09:11:28 a.m,21,abril,2020
264.9KWH (+ 0.0 KWH) ,423.5KWH (+ 0.2 KWH) ,264.9KWH (+ 0.0 KWH) ,31KWH (+ 0.0 KWH) ,09:26:29 a.m,21,abril,2020
264.9KWH (+ 0.0 KWH) ,423.5KWH (+ 0.0 KWH) ,264.9KWH (+ 0.0 KWH) ,31.1KWH (+ 0.1 KWH) ,09:41:29 a.m,21,abril,2020
265KWH (+ 0.1 KWH) ,423.6KWH (+ 0.1 KWH) ,265KWH (+ 0.1 KWH) ,31.2KWH (+ 0.1 KWH) ,09:56:29 a.m,21,abril,2020
265KWH (+ 0.0 KWH) ,423.6KWH (+ 0.0 KWH) ,265KWH (+ 0.0 KWH) ,31.3KWH (+ 0.1 KWH) ,10:11:29 a.m,21,abril,2020
265.1KWH (+ 0.1 KWH) ,423.7KWH (+ 0.1 KWH) ,265.1KWH (+ 0.1 KWH) ,31.4KWH (+ 0.1 KWH) ,10:26:29 a.m,21,abril,2020
265.1KWH (+ 0.0 KWH) ,423.7KWH (+ 0.0 KWH) ,265.1KWH (+ 0.0 KWH) ,31.5KWH (+ 0.1 KWH) ,10:41:29 a.m,21,abril,2020
265.2KWH (+ 0.1 KWH) ,423.7KWH (+ 0.0 KWH) ,265.2KWH (+ 0.1 KWH) ,31.6KWH (+ 0.1 KWH) ,10:56:29 a.m,21,abril,2020
265.3KWH (+ 0.1 KWH) ,423.8KWH (+ 0.1 KWH) ,265.3KWH (+ 0.1 KWH) ,31.7KWH (+ 0.1 KWH) ,11:11:30 a.m,21,abril,2020
265.3KWH (+ 0.0 KWH) ,423.9KWH (+ 0.1 KWH) ,265.3KWH (+ 0.0 KWH) ,31.8KWH (+ 0.1 KWH) ,11:26:30 a.m,21,abril,2020
265.4KWH (+ 0.1 KWH) ,423.9KWH (+ 0.0 KWH) ,265.4KWH (+ 0.1 KWH) ,31.9KWH (+ 0.1 KWH) ,11:41:30 a.m,21,abril,2020
265.4KWH (+ 0.0 KWH) ,424KWH (+ 0.1 KWH) ,265.4KWH (+ 0.0 KWH) ,32KWH (+ 0.1 KWH) ,11:56:30 a.m,21,abril,2020
265.5KWH (+ 0.1 KWH) ,424KWH (+ 0.0 KWH) ,265.5KWH (+ 0.1 KWH) ,32KWH (+ 0.0 KWH) ,12:11:30 p.m,21,abril,2020
265.5KWH (+ 0.0 KWH) ,424.1KWH (+ 0.1 KWH) ,265.5KWH (+ 0.0 KWH) ,32.1KWH (+ 0.1 KWH) ,12:26:30 p.m,21,abril,2020
265.6KWH (+ 0.1 KWH) ,424.1KWH (+ 0.0 KWH) ,265.6KWH (+ 0.1 KWH) ,32.2KWH (+ 0.1 KWH) ,12:41:30 p.m,21,abril,2020
265.6KWH (+ 0.0 KWH) ,424.2KWH (+ 0.1 KWH) ,265.6KWH (+ 0.0 KWH) ,32.2KWH (+ 0.0 KWH) ,12:56:31 p.m,21,abril,2020
265.7KWH (+ 0.1 KWH) ,424.2KWH (+ 0.0 KWH) ,265.7KWH (+ 0.1 KWH) ,32.3KWH (+ 0.1 KWH) ,01:11:31 p.m,21,abril,2020
265.7KWH (+ 0.0 KWH) ,424.3KWH (+ 0.1 KWH) ,265.7KWH (+ 0.0 KWH) ,32.4KWH (+ 0.1 KWH) ,01:26:31 p.m,21,abril,2020
265.7KWH (+ 0.0 KWH) ,424.3KWH (+ 0.0 KWH) ,265.7KWH (+ 0.0 KWH) ,32.4KWH (+ 0.0 KWH) ,01:41:31 p.m,21,abril,2020
265.8KWH (+ 0.1 KWH) ,424.3KWH (+ 0.0 KWH) ,265.8KWH (+ 0.1 KWH) ,32.4KWH (+ 0.0 KWH) ,01:56:31 p.m,21,abril,2020
265.8KWH (+ 0.0 KWH) ,424.4KWH (+ 0.1 KWH) ,265.8KWH (+ 0.0 KWH) ,32.5KWH (+ 0.1 KWH) ,02:11:31 p.m,21,abril,2020
265.8KWH (+ 0.0 KWH) ,424.4KWH (+ 0.0 KWH) ,265.8KWH (+ 0.0 KWH) ,32.5KWH (+ 0.0 KWH) ,02:26:31 p.m,21,abril,2020
265.8KWH (+ 0.0 KWH) ,424.4KWH (+ 0.0 KWH) ,265.8KWH (+ 0.0 KWH) ,32.6KWH (+ 0.1 KWH) ,02:41:31 p.m,21,abril,2020
265.9KWH (+ 0.1 KWH) ,424.4KWH (+ 0.0 KWH) ,265.9KWH (+ 0.1 KWH) ,32.6KWH (+ 0.0 KWH) ,02:56:32 p.m,21,abril,2020
265.9KWH (+ 0.0 KWH) ,424.5KWH (+ 0.1 KWH) ,265.9KWH (+ 0.0 KWH) ,32.7KWH (+ 0.1 KWH) ,03:11:32 p.m,21,abril,2020
266KWH (+ 0.1 KWH) ,424.5KWH (+ 0.0 KWH) ,266KWH (+ 0.1 KWH) ,32.7KWH (+ 0.0 KWH) ,03:26:32 p.m,21,abril,2020
266KWH (+ 0.0 KWH) ,424.6KWH (+ 0.1 KWH) ,266KWH (+ 0.0 KWH) ,32.8KWH (+ 0.1 KWH) ,03:41:32 p.m,21,abril,2020
266KWH (+ 0.0 KWH) ,424.6KWH (+ 0.0 KWH) ,266KWH (+ 0.0 KWH) ,32.8KWH (+ 0.0 KWH) ,03:56:32 p.m,21,abril,2020
266.1KWH (+ 0.1 KWH) ,424.7KWH (+ 0.1 KWH) ,266.1KWH (+ 0.1 KWH) ,32.8KWH (+ 0.0 KWH) ,04:11:32 p.m,21,abril,2020
266.1KWH (+ 0.0 KWH) ,424.8KWH (+ 0.1 KWH) ,266.1KWH (+ 0.0 KWH) ,32.8KWH (+ 0.0 KWH) ,04:26:32 p.m,21,abril,2020
266.1KWH (+ 0.0 KWH) ,424.9KWH (+ 0.1 KWH) ,266.1KWH (+ 0.0 KWH) ,32.8KWH (+ 0.0 KWH) ,04:41:33 p.m,21,abril,2020
266.1KWH (+ 0.0 KWH) ,425KWH (+ 0.1 KWH) ,266.1KWH (+ 0.0 KWH) ,32.8KWH (+ 0.0 KWH) ,04:56:33 p.m,21,abril,2020
266.1KWH (+ 0.0 KWH) ,425.1KWH (+ 0.1 KWH) ,266.1KWH (+ 0.0 KWH) ,32.8KWH (+ 0.0 KWH) ,05:11:33 p.m,21,abril,2020
266.1KWH (+ 0.0 KWH) ,425.2KWH (+ 0.1 KWH) ,266.1KWH (+ 0.0 KWH) ,32.9KWH (+ 0.1 KWH) ,05:26:33 p.m,21,abril,2020
266.1KWH (+ 0.0 KWH) ,425.3KWH (+ 0.1 KWH) ,266.1KWH (+ 0.0 KWH) ,32.9KWH (+ 0.0 KWH) ,05:41:33 p.m,21,abril,2020
266.1KWH (+ 0.0 KWH) ,425.4KWH (+ 0.1 KWH) ,266.1KWH (+ 0.0 KWH) ,32.9KWH (+ 0.0 KWH) ,05:56:33 p.m,21,abril,2020
266.1KWH (+ 0.0 KWH) ,425.4KWH (+ 0.0 KWH) ,266.1KWH (+ 0.0 KWH) ,32.9KWH (+ 0.0 KWH) ,06:11:33 p.m,21,abril,2020
266.1KWH (+ 0.0 KWH) ,425.5KWH (+ 0.1 KWH) ,266.1KWH (+ 0.0 KWH) ,32.9KWH (+ 0.0 KWH) ,06:26:34 p.m,21,abril,2020
266.1KWH (+ 0.0 KWH) ,425.6KWH (+ 0.1 KWH) ,266.1KWH (+ 0.0 KWH) ,32.9KWH (+ 0.0 KWH) ,06:41:34 p.m,21,abril,2020
266.2KWH (+ 0.1 KWH) ,425.7KWH (+ 0.1 KWH) ,266.2KWH (+ 0.1 KWH) ,32.9KWH (+ 0.0 KWH) ,06:56:34 p.m,21,abril,2020
266.3KWH (+ 0.1 KWH) ,425.8KWH (+ 0.1 KWH) ,266.3KWH (+ 0.1 KWH) ,32.9KWH (+ 0.0 KWH) ,07:11:34 p.m,21,abril,2020
266.3KWH (+ 0.0 KWH) ,425.8KWH (+ 0.0 KWH) ,266.3KWH (+ 0.0 KWH) ,32.9KWH (+ 0.0 KWH) ,01:12:30 a.m,22,abril,2020
266.9KWH (+ 0.6 KWH) ,426.6KWH (+ 0.8 KWH) ,266.9KWH (+ 0.6 KWH) ,32.9KWH (+ 0.0 KWH) ,08:30:27 a.m,22,abril,2020
267.4KWH (+ 0.5 KWH) ,427.7KWH (+ 1.1 KWH) ,267.4KWH (+ 0.5 KWH) ,32.9KWH (+ 0.0 KWH) ,08:45:31 a.m,22,abril,2020
267.4KWH (+ 0.0 KWH) ,427.8KWH (+ 0.1 KWH) ,267.4KWH (+ 0.0 KWH) ,32.9KWH (+ 0.0 KWH) ,09:00:31 a.m,22,abril,2020
267.4KWH (+ 0.0 KWH) ,427.9KWH (+ 0.1 KWH) ,267.4KWH (+ 0.0 KWH) ,33KWH (+ 0.1 KWH) ,09:15:31 a.m,22,abril,2020
267.4KWH (+ 0.0 KWH) ,427.9KWH (+ 0.0 KWH) ,267.4KWH (+ 0.0 KWH) ,33KWH (+ 0.0 KWH) ,09:30:31 a.m,22,abril,2020
267.4KWH (+ 0.0 KWH) ,428KWH (+ 0.1 KWH) ,267.4KWH (+ 0.0 KWH) ,33KWH (+ 0.0 KWH) ,09:45:32 a.m,22,abril,2020
267.4KWH (+ 0.0 KWH) ,428KWH (+ 0.0 KWH) ,267.4KWH (+ 0.0 KWH) ,33KWH (+ 0.0 KWH) ,10:00:32 a.m,22,abril,2020
