AC voltage grade,Rated power(VA),Battery voltage,Inverter voltage,Grid voltage,BUS voltage,Control current,Inverter current,Grid current,Battery voltage,PInverter,PGrid,PLoad,Load percent,SInverter,SGrid,Sload,Qinverter,Qgrid,Qload,Inverter frequency,Grid frequency,Inverter max number,Combine type,Inverter number,AC radiator temperature,Transformer temperature,DC radiator temperature,Batt power,Batt current,Batt voltage grade,Rated power(W),Communication Protocal Edition,PV voltage,Battery voltage,Charger current,Charger power,Radiator temperature,External temperature,BattVol Grade,Rated Current,MachineType,SerialNumber,Hardware,Software,ProtocalEdition,WorkState,InverterRelayState,GridRelayState,LoadRelayState,NLineRelayState,DcRelayState,EarthRelayState,AccumulatedChargerPower,AccumulatedDischargerPower,AccumulatedBuyPower,AccumulatedSellPower,AccumulatedLoadPower,AccumulatedSelfusePower,AccumulatedPvsellPower,AccumulatedGridChargerPower,Errs,ChrWorkstate,MpptState,ChargingState,BatteryRelay,PvRelay,ChrHardware,ChrSoftware,AccumulatedPvPower,Id,RecordTime,
230,3000,27.2,230,231.5,423.5,1.1,0.7,0,0.7,110,0,109,3,253,0,177,227,0,227,50,50.04,0,0,0,36,0,0,-267,-9,24,3000,10414,78.5,27.4,15.9,437,41,-54,24,80,PV1800,-1 -1,1.01.01,2.25.31,1.04.14,OffGrid,Connect,Disconnect,Connect,Disconnect,Connect,Disconnect,0KWH,28.9KWH,0KWH,0KWH,99.4KWH,28.9KWH,0KWH,0KWH,,Work Mode,Current limiting, Float charge,Connect,Connect,1.02.02,1.16.29,24.7KWH,20,30/01/2020 09:50:49 a.m.,
230,3000,27.1,230,235.9,422.5,1.1,0.7,0,0.7,109,0,111,3,252,0,176,226,0,226,50,49.99,0,0,0,36,0,0,-240,-8,24,3000,10414,79.3,27.4,14.9,409,44,-54,24,80,PV1800,-1 -1,1.01.01,2.25.31,1.04.14,OffGrid,Connect,Disconnect,Connect,Disconnect,Connect,Disconnect,0KWH,29KWH,0KWH,0KWH,99.4KWH,29KWH,0KWH,0KWH,,Work Mode,Current limiting, Float charge,Connect,Connect,1.02.02,1.16.29,24.8KWH,21,30/01/2020 09:55:49 a.m.,
230,3000,25.7,230,225.9,397.4,1.5,1.2,0,1.2,58,0,61,1,345,0,294,338,0,339,50,50.09,0,0,0,51,0,0,96,3,24,3000,10414,29.8,25.7,0.7,17,46,-54,24,80,PV1800,-1 -1,1.01.01,2.25.31,1.04.14,OffGrid,Connect,Disconnect,Connect,Disconnect,Connect,Disconnect,0KWH,38.8KWH,0KWH,0KWH,109.6KWH,38.8KWH,0KWH,0KWH,,Work Mode,MPPT,Absorb charge,Connect,Connect,1.02.02,1.16.29,38.1KWH,22,02/02/2020 06:40:42 p.m.,
230,3000,25.6,230,226.1,397,1.5,1.2,0,1.2,62,0,61,2,345,0,294,338,0,339,50,50.17,0,0,0,51,0,0,97,3,24,3000,10414,29.8,25.7,0.8,20,46,-54,24,80,PV1800,-1 -1,1.01.01,2.25.31,1.04.14,OffGrid,Connect,Disconnect,Connect,Disconnect,Connect,Disconnect,0KWH,38.8KWH,0KWH,0KWH,109.6KWH,38.8KWH,0KWH,0KWH,,Work Mode,MPPT,Absorb charge,Connect,Connect,1.02.02,1.16.29,38.1KWH,23,02/02/2020 06:48:53 p.m.,
230,3000,28.5,230,228.8,443.2,1.5,1.2,0,1.2,188,0,186,6,353,0,303,299,0,299,50,49.96,0,0,0,42,0,0,-121,-4,24,3000,10414,77,28.8,12.8,367,48,-52,24,80,PV1800,-1 -1,1.01.01,2.25.31,1.04.14,OffGrid,Connect,Disconnect,Connect,Disconnect,Connect,Disconnect,0KWH,77.5KWH,0KWH,0KWH,157.1KWH,77.5KWH,0KWH,0KWH,,Work Mode,Current limiting,Absorb charge,Connect,Connect,1.02.02,1.16.29,81.4KWH,24,15/02/2020 11:54:48 a.m.,
230,3000,26.2,0,223.1,431,0,0,2.4,2.4,0,391,391,12,0,534,532,0,363,362,50.07,50.07,0,0,0,59,0,0,0,0,24,3000,10414,0,0,0,0,0,0,24,80,PV1800,-1 -1,1.01.01,2.25.31,1.04.14,Grid charging,Connect,Connect,Connect,Disconnect,Connect,Disconnect,0KWH,137.5KWH,0KWH,0KWH,231.5KWH,137.5KWH,0KWH,0KWH,,Initialization mode ,Stop,Stop,Disconnect,Disconnect,1.02.02,1.16.29,137.7KWH,25,05/03/2020 09:30:13 p.m.,
230,3000,26.4,0,221.4,431.8,0,0,2.4,2.4,0,395,395,13,0,541,545,0,370,378,50.05,50.05,0,0,0,60,0,0,0,0,24,3000,10414,0,0,0,0,0,0,24,80,PV1800,-1 -1,1.01.01,2.25.31,1.04.14,Grid charging,Connect,Connect,Connect,Disconnect,Connect,Disconnect,0KWH,137.5KWH,0KWH,0KWH,231.6KWH,137.5KWH,0KWH,0KWH,,Initialization mode ,Stop,Stop,Disconnect,Disconnect,1.02.02,1.16.29,137.7KWH,26,05/03/2020 09:35:14 p.m.,
230,3000,26.4,0,219.7,433.1,0,0,4,4,0,604,603,20,0,878,877,0,637,637,50.05,50.05,0,0,0,61,0,0,0,0,24,3000,10414,0,0,0,0,0,0,24,80,PV1800,-1 -1,1.01.01,2.25.31,1.04.14,Grid charging,Connect,Connect,Connect,Disconnect,Connect,Disconnect,0KWH,137.5KWH,0KWH,0KWH,231.6KWH,137.5KWH,0KWH,0KWH,,Initialization mode ,Stop,Stop,Disconnect,Disconnect,1.02.02,1.16.29,137.7KWH,27,05/03/2020 09:40:14 p.m.,
230,3000,26.5,0,220.8,432.3,0,0,2.4,2.4,0,392,392,13,0,534,532,0,362,362,50.03,50.03,0,0,0,60,0,0,0,0,24,3000,10414,0,0,0,0,0,0,24,80,PV1800,-1 -1,1.01.01,2.25.31,1.04.14,Grid charging,Connect,Connect,Connect,Disconnect,Connect,Disconnect,0KWH,137.5KWH,0KWH,0KWH,231.6KWH,137.5KWH,0KWH,0KWH,,Initialization mode ,Stop,Stop,Disconnect,Disconnect,1.02.02,1.16.29,137.7KWH,28,05/03/2020 09:45:14 p.m.,
230,3000,26.6,0,219.6,434.6,0,0,2.9,2.9,0,549,549,18,0,638,636,0,323,323,50.02,50.02,0,0,0,61,0,0,0,0,24,3000,10414,0,0,0,0,0,0,24,80,PV1800,-1 -1,1.01.01,2.25.31,1.04.14,Grid charging,Connect,Connect,Connect,Disconnect,Connect,Disconnect,0KWH,137.5KWH,0KWH,0KWH,231.7KWH,137.5KWH,0KWH,0KWH,,Initialization mode ,Stop,Stop,Disconnect,Disconnect,1.02.02,1.16.29,137.7KWH,29,05/03/2020 09:50:15 p.m.,
230,3000,26.6,0,217,434.6,0,0,2.9,2.9,0,531,531,17,0,627,627,0,338,337,50.04,50.04,0,0,0,60,0,0,0,0,24,3000,10414,0,0,0,0,0,0,24,80,PV1800,-1 -1,1.01.01,2.25.31,1.04.14,Grid charging,Connect,Connect,Connect,Disconnect,Connect,Disconnect,0KWH,137.5KWH,0KWH,0KWH,231.7KWH,137.5KWH,0KWH,0KWH,,Initialization mode ,Stop,Stop,Disconnect,Disconnect,1.02.02,1.16.29,137.7KWH,30,05/03/2020 09:55:15 p.m.,
230,3000,26.6,0,218.7,435.8,0,0,2.9,2.9,0,531,532,17,0,633,631,0,344,344,50.05,50.05,0,0,0,60,0,0,0,0,24,3000,10414,0,0,0,0,0,0,24,80,PV1800,-1 -1,1.01.01,2.25.31,1.04.14,Grid charging,Connect,Connect,Connect,Disconnect,Connect,Disconnect,0KWH,137.5KWH,0KWH,0KWH,231.8KWH,137.5KWH,0KWH,0KWH,,Initialization mode ,Stop,Stop,Disconnect,Disconnect,1.02.02,1.16.29,137.7KWH,31,05/03/2020 10:00:15 p.m.,
230,3000,26.6,0,219.6,435.9,0,0,2.9,2.9,0,533,533,17,0,635,633,0,345,345,50.05,50.05,0,0,0,60,0,0,0,0,24,3000,10414,0,0,0,0,0,0,24,80,PV1800,-1 -1,1.01.01,2.25.31,1.04.14,Grid charging,Connect,Connect,Connect,Disconnect,Connect,Disconnect,0KWH,137.5KWH,0KWH,0KWH,231.8KWH,137.5KWH,0KWH,0KWH,,Initialization mode ,Stop,Stop,Disconnect,Disconnect,1.02.02,1.16.29,137.7KWH,32,05/03/2020 10:05:15 p.m.,
230,3000,26.7,0,219.6,437.3,0,0,2.9,2.9,0,525,525,17,0,635,633,0,357,357,50.04,50.04,0,0,0,61,0,0,0,0,24,3000,10414,0,0,0,0,0,0,24,80,PV1800,-1 -1,1.01.01,2.25.31,1.04.14,Grid charging,Connect,Connect,Connect,Disconnect,Connect,Disconnect,0KWH,137.5KWH,0KWH,0KWH,231.9KWH,137.5KWH,0KWH,0KWH,,Initialization mode ,Stop,Stop,Disconnect,Disconnect,1.02.02,1.16.29,137.7KWH,33,05/03/2020 10:10:15 p.m.,
230,3000,26.7,0,221,437.3,0,0,2.4,2.4,0,392,393,13,0,537,530,0,367,358,49.98,49.98,0,0,0,61,0,0,0,0,24,3000,10414,0,0,0,0,0,0,24,80,PV1800,-1 -1,1.01.01,2.25.31,1.04.14,Grid charging,Connect,Connect,Connect,Disconnect,Connect,Disconnect,0KWH,137.5KWH,0KWH,0KWH,231.9KWH,137.5KWH,0KWH,0KWH,,Initialization mode ,Stop,Stop,Disconnect,Disconnect,1.02.02,1.16.29,137.7KWH,34,05/03/2020 10:15:15 p.m.,
230,3000,26.8,0,219.6,438.4,0,0,2.4,2.4,0,385,385,12,0,526,524,0,358,358,49.98,49.98,0,0,0,60,0,0,0,0,24,3000,10414,0,0,0,0,0,0,24,80,PV1800,-1 -1,1.01.01,2.25.31,1.04.14,Grid charging,Connect,Connect,Connect,Disconnect,Connect,Disconnect,0KWH,137.5KWH,0KWH,0KWH,231.9KWH,137.5KWH,0KWH,0KWH,,Initialization mode ,Stop,Stop,Disconnect,Disconnect,1.02.02,1.16.29,137.7KWH,35,05/03/2020 10:20:16 p.m.,
230,3000,26.9,0,222.4,437.8,0,0,2.4,2.4,0,388,387,12,0,533,531,0,365,366,50.02,50.02,0,0,0,60,0,0,0,0,24,3000,10414,0,0,0,0,0,0,24,80,PV1800,-1 -1,1.01.01,2.25.31,1.04.14,Grid charging,Connect,Connect,Connect,Disconnect,Connect,Disconnect,0KWH,137.5KWH,0KWH,0KWH,232KWH,137.5KWH,0KWH,0KWH,,Initialization mode ,Stop,Stop,Disconnect,Disconnect,1.02.02,1.16.29,137.7KWH,36,05/03/2020 10:25:16 p.m.,
230,3000,26.9,0,222.7,439.1,0,0,2.4,2.4,0,385,385,12,0,534,535,0,368,372,50.02,50.02,0,0,0,60,0,0,0,0,24,3000,10414,0,0,0,0,0,0,24,80,PV1800,-1 -1,1.01.01,2.25.31,1.04.14,Grid charging,Connect,Connect,Connect,Disconnect,Connect,Disconnect,0KWH,137.5KWH,0KWH,0KWH,232KWH,137.5KWH,0KWH,0KWH,,Initialization mode ,Stop,Stop,Disconnect,Disconnect,1.02.02,1.16.29,137.7KWH,37,05/03/2020 10:30:16 p.m.,
230,3000,27,0,222,439.3,0,0,2.4,2.4,0,378,377,12,0,531,529,0,373,373,50.03,50.03,0,0,0,60,0,0,0,0,24,3000,10414,0,0,0,0,0,0,24,80,PV1800,-1 -1,1.01.01,2.25.31,1.04.14,Grid charging,Connect,Connect,Connect,Disconnect,Connect,Disconnect,0KWH,137.5KWH,0KWH,0KWH,232KWH,137.5KWH,0KWH,0KWH,,Initialization mode ,Stop,Stop,Disconnect,Disconnect,1.02.02,1.16.29,137.7KWH,38,05/03/2020 10:35:16 p.m.,
230,3000,27,0,222.4,441.3,0,0,2.4,2.4,0,380,380,12,0,528,528,0,366,370,49.98,49.98,0,0,0,61,0,0,0,0,24,3000,10414,0,0,0,0,0,0,24,80,PV1800,-1 -1,1.01.01,2.25.31,1.04.14,Grid charging,Connect,Connect,Connect,Disconnect,Connect,Disconnect,0KWH,137.5KWH,0KWH,0KWH,232.1KWH,137.5KWH,0KWH,0KWH,,Initialization mode ,Stop,Stop,Disconnect,Disconnect,1.02.02,1.16.29,137.7KWH,39,05/03/2020 10:40:16 p.m.,
230,3000,26,229.9,224.3,401.5,2.8,2.6,0,2.6,388,0,385,12,643,0,617,515,0,515,50,49.98,0,0,0,60,0,0,474,18,24,3000,10414,0,0,0,0,0,0,24,80,PV1800,-1 -1,1.01.01,2.25.31,1.04.14,OffGrid,Connect,Disconnect,Connect,Disconnect,Connect,Disconnect,0KWH,137.5KWH,0KWH,0KWH,232.1KWH,137.5KWH,0KWH,0KWH,,Initialization mode ,Stop,Stop,Disconnect,Disconnect,1.02.02,1.16.29,137.7KWH,40,05/03/2020 10:45:16 p.m.,
230,3000,25,229.9,225.5,387.9,2.8,2.6,0,2.6,383,0,383,12,646,0,621,520,0,520,50,50.04,0,0,0,59,0,0,468,18,24,3000,10414,0,0,0,0,0,0,24,80,PV1800,-1 -1,1.01.01,2.25.31,1.04.14,OffGrid,Connect,Disconnect,Connect,Disconnect,Connect,Disconnect,0KWH,137.5KWH,0KWH,0KWH,232.1KWH,137.5KWH,0KWH,0KWH,,Initialization mode ,Stop,Stop,Disconnect,Disconnect,1.02.02,1.16.29,137.7KWH,41,05/03/2020 10:50:16 p.m.,
230,3000,24.9,230,223.8,386.1,2.9,2.7,0,2.7,383,0,385,12,667,0,642,544,0,544,50,50.07,0,0,0,58,0,0,468,18,24,3000,10414,0,0,0,0,0,0,24,80,PV1800,-1 -1,1.01.01,2.25.31,1.04.14,OffGrid,Connect,Disconnect,Connect,Disconnect,Connect,Disconnect,0KWH,137.5KWH,0KWH,0KWH,232.2KWH,137.5KWH,0KWH,0KWH,,Initialization mode ,Stop,Stop,Disconnect,Disconnect,1.02.02,1.16.29,137.7KWH,42,05/03/2020 10:55:17 p.m.,
230,3000,24.8,229.9,225.7,384.4,2.9,2.7,0,2.7,399,0,398,13,678,0,654,548,0,548,50,50.03,0,0,0,58,0,0,486,19,24,3000,10414,0,0,0,0,0,0,24,80,PV1800,-1 -1,1.01.01,2.25.31,1.04.14,OffGrid,Connect,Disconnect,Connect,Disconnect,Connect,Disconnect,0KWH,137.6KWH,0KWH,0KWH,232.2KWH,137.6KWH,0KWH,0KWH,,Initialization mode ,Stop,Stop,Disconnect,Disconnect,1.02.02,1.16.29,137.7KWH,43,05/03/2020 11:00:17 p.m.,
230,3000,24.5,230,224.5,379.3,3.1,2.9,0,2.9,551,0,550,18,713,0,689,452,0,452,50,50.04,0,0,0,58,0,0,652,26,24,3000,10414,0,0,0,0,0,0,24,80,PV1800,-1 -1,1.01.01,2.25.31,1.04.14,OffGrid,Connect,Disconnect,Connect,Disconnect,Connect,Disconnect,0KWH,137.6KWH,0KWH,0KWH,232.2KWH,137.6KWH,0KWH,0KWH,,Initialization mode ,Stop,Stop,Disconnect,Disconnect,1.02.02,1.16.29,137.7KWH,44,05/03/2020 11:05:17 p.m.,
230,3000,24.4,230,225.8,378.1,3.1,2.9,0,2.9,540,0,533,18,713,0,689,471,0,471,50,50.01,0,0,0,58,0,0,640,26,24,3000,10414,0,0,0,0,0,0,24,80,PV1800,-1 -1,1.01.01,2.25.31,1.04.14,OffGrid,Connect,Disconnect,Connect,Disconnect,Connect,Disconnect,0KWH,137.7KWH,0KWH,0KWH,232.3KWH,137.7KWH,0KWH,0KWH,,Initialization mode ,Stop,Stop,Disconnect,Disconnect,1.02.02,1.16.29,137.7KWH,45,05/03/2020 11:10:17 p.m.,
230,3000,24.4,230,226.3,376.9,3.1,2.9,0,2.9,532,0,533,17,713,0,689,472,0,472,50,49.97,0,0,0,58,0,0,631,25,24,3000,10414,0,0,0,0,0,0,24,80,PV1800,-1 -1,1.01.01,2.25.31,1.04.14,OffGrid,Connect,Disconnect,Connect,Disconnect,Connect,Disconnect,0KWH,137.7KWH,0KWH,0KWH,232.3KWH,137.7KWH,0KWH,0KWH,,Initialization mode ,Stop,Stop,Disconnect,Disconnect,1.02.02,1.16.29,137.7KWH,46,05/03/2020 11:15:17 p.m.,
